product_id,price,competitor_price,discount,cogs,month,sales
P13,295,109,16,34,12,107
P20,174,452,4,149,8,231
P15,317,354,3,207,9,158
P8,180,368,21,205,12,198
P5,286,415,18,246,10,171
P15,67,260,26,85,9,226
P4,89,455,20,216,10,253
P12,70,201,1,261,9,187
P13,448,158,10,284,2,78
P2,274,125,21,133,4,111
P19,404,79,12,106,7,81
P19,331,363,14,259,12,143
P4,57,166,11,287,2,190
P4,149,464,21,293,1,223
P11,289,405,20,211,3,191
P5,136,241,21,285,12,170
P20,347,68,10,67,4,108
P11,477,481,6,205,8,141
P10,63,222,27,56,6,251
P8,383,277,4,169,11,120
P6,51,399,16,120,2,263
P6,424,232,23,90,9,103
P8,342,162,19,192,2,96
P15,374,232,8,172,12,129
P14,471,195,13,282,5,75
P11,90,368,25,298,12,241
P12,367,165,11,216,4,93
P13,365,162,5,115,7,119
P8,430,300,16,195,8,138
P18,160,300,18,143,5,210
P1,63,352,18,212,10,242
P15,280,362,25,236,5,177
P8,133,167,15,285,2,156
P11,179,350,11,264,8,208
P12,280,210,11,32,2,154
P12,375,450,19,237,10,168
P4,194,247,5,226,12,155
P16,428,309,22,154,6,117
P4,394,197,25,167,8,131
P5,77,289,3,54,6,227
P5,115,96,5,97,4,192
P8,212,448,10,90,4,221
P10,278,247,0,58,6,141
P17,310,96,29,48,4,144
P9,498,127,23,200,8,61
P19,473,173,22,103,9,100
P14,489,124,14,90,1,76
P8,213,408,26,182,4,197
P9,350,186,10,77,4,131
P11,456,139,24,240,2,100
P1,352,449,18,168,6,181
P14,336,374,17,139,3,168
P5,444,110,16,212,7,86
P14,59,187,18,57,11,225
P4,244,99,20,226,11,136
P1,167,308,13,220,5,185
P19,319,156,26,80,4,142
P8,129,162,17,178,5,194
P15,142,399,27,297,8,212
P15,315,303,18,79,3,181
P9,381,167,14,275,7,97
P9,399,247,14,142,6,113
P10,410,386,3,199,12,145
P20,306,414,6,195,1,171
P9,182,100,12,43,7,174
P3,325,294,2,232,7,136
P20,313,452,15,218,12,181
P11,220,475,8,184,1,219
P6,50,84,7,84,9,199
P2,362,351,19,211,6,130
